model_number,part_number,description,classification,series,canopy_color,frame_color,carrier_type,shipping_dims,carton_1_width,carton_1_depth,carton_1_height,product_weight_lb,pallet_weight_lb,total_product_pallet_weight_lb,location,inventory,ships_via,stock_status,warehouse_category,missing_fields,last_updated,source_file_name,source_sheet_name,source_row_number,record_key,match_key,source_classification,manual_classification,review_needed,review_notes,item_type,series_code,source_status,department,unit,oem,brand,cost,gross_weight_lb,cubic_feet,pallet_size,retail,q3_2025_retail,specs,pictures,notes,notes2
ZLA-V16-A447-B1,ZLA-V16-A447-B1,16ft. Wide Replacement Valance - R447 Ocean Blue w/ Sand Beige Stripes,Fabric,Luxury Series,R447,,UPS / USPS / FedEx,15 x 11 x 2,15,11,2,,0,0,,5,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,739,ZLA-V16-A447-B1,ZLA-V16-A447-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location",Valance,L,Active,Accessory,ea,1610ft,,96.29,,0.2,,99.99,,16ft Wide Replacement Valance - R447 OCeaN BLUE STRIPES,,For 16'x10' Awnings - Solution Dyed by RECASENS,For 16'x10' Awnings - Solution Dyed by RECASENS
ZLA-V16-A808-B1,ZLA-V16-A808-B1,16ft. Wide Replacement Valance - R808 Garden Green w/ Sand Beige Stripes,Fabric,Luxury Series,R808,,UPS / USPS / FedEx,15 x 11 x 2,15,11,2,,0,0,,4,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,740,ZLA-V16-A808-B1,ZLA-V16-A808-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location",Valance,L,Active,Accessory,ea,1610ft,,96.29,,0.2,,89.99,,16ft Wide Replacement Valance - R808 GARDEN GREEN STRIPES,,For 16'x10' Awnings - Solution Dyed by RECASENS,For 16'x10' Awnings - Solution Dyed by RECASENS
ZLA-V16-B1,ZLA-V16-B1,L Series Valance 16' Width,Fabric,Prestige Series,,,UPS / USPS / FedEx,,,,,,,0,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,741,ZLA-V16-B1,ZLA-V16-B1,Fabric,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1610ft,,96.29,,0,,99.99,,L Series Valance 16' width,,,
,ZLA-V18-A100-B1,"18 ft Replacement Valance, R100 KHAKI",Fabric,Prestige Series,R100,,,,,,,,,,,,,Review Needed,Replacement Components,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,742,ZLA-V18-A100-B1,ZLA-V18-A100-B1,Fabric,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Valance,L,Active,Accessory,ea,1810ft,,96.29,,,,99.99,,"18 ft Replacement Valance, R100 KHAKI",,,
,ZLA-V18-A103-B1,"18 ft Replacement Valance, R103 BLACK",Fabric,Prestige Series,R103,,,,,,,,,,,,,Review Needed,Replacement Components,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,743,ZLA-V18-A103-B1,ZLA-V18-A103-B1,Fabric,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Valance,L,Active,Accessory,ea,1810ft,,96.29,,,,99.99,,"18 ft Replacement Valance, R103 BLACK",,,
,ZLA-V18-A423-B1,"18 ft Replacement Valance, R423 SUNNY YELLOW STRIPES",Fabric,Prestige Series,R423,,,,,,,,,,,,,Review Needed,Replacement Components,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,744,ZLA-V18-A423-B1,ZLA-V18-A423-B1,Fabric,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Valance,L,Active,Accessory,ea,1810ft,,106.99,,,,99.99,,"18 ft Replacement Valance, R423 SUNNY YELLOW STRIPES",,,
,ZLA-V18-A430-B1,"18 ft Replacement Valance, R430 BRICK RED STRIPES",Fabric,Prestige Series,R430,,,,,,,,,,,,,Review Needed,Replacement Components,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,745,ZLA-V18-A430-B1,ZLA-V18-A430-B1,Fabric,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Valance,L,Active,Accessory,ea,1810ft,,106.99,,,,99.99,,"18 ft Replacement Valance, R430 BRICK RED STRIPES",,,
,ZLA-V18-A447-B1,"18 ft Replacement Valance, R447 OCeaN BLUE STRIPES",Fabric,Prestige Series,R447,,,,,,,,,,,,,Review Needed,Replacement Components,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,746,ZLA-V18-A447-B1,ZLA-V18-A447-B1,Fabric,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Valance,L,Active,Accessory,ea,1810ft,,106.99,,,,99.99,,"18 ft Replacement Valance, R447 OCeaN BLUE STRIPES",,,
,ZLA-V18-A808-B1,"18 ft Replacement Valance, R808 GARDEN GREEN STRIPES",Fabric,Prestige Series,R808,,,,,,,,,,,,,Review Needed,Replacement Components,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,747,ZLA-V18-A808-B1,ZLA-V18-A808-B1,Fabric,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Valance,L,Active,Accessory,ea,1810ft,,106.99,,,,99.99,,"18 ft Replacement Valance, R808 GARDEN GREEN STRIPES",,,
,ZLA-V18-B1,L Series Valance with plastic tube 18' width,Fabric,Prestige Series,,,,,,,,,,,,,,Review Needed,Replacement Components,canopy_color; frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,748,ZLA-V18-B1,ZLA-V18-B1,Fabric,false,true,"Missing: canopy_color, frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Valance,L,Active,Accessory,ea,1810ft,,106.99,,,,49.99,,L Series Valance with plastic tube 18' width,,,
ZLA-VCS-B1,ZLA-VCS-B1,Fabric Stopper & Cap & Screw,Parts,Prestige Series,,,UPS / USPS / FedEx,,,,,,0,0,,178,USPS | Common Carrier | Ground Advantage | Padded Envelope,In Stock,Parts,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,749,ZLA-VCS-B1,ZLA-VCS-B1,Parts,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",End Cap,L,Active,Accessory,ea,Z-ACCOR,,106.99,,0,,4.99,,Fabric Stopper/Cap & Screw,https://www.dropbox.com/s/xv4l5m4qvhs5jef/ZLA-VCS-B1%20%5BL%20Series%20Valance%20Small%20Cap%20&%20Screw%5D.png?dl=0,,
ZLA-WMB-B1,ZLA-WMB-B1,L Series Wall Mounting Bracket,Parts,Luxury Series,WHITE,,UPS / USPS / FedEx,4 x 7 x 3,4,7,3,,0,1,,26,USPS | Common Carrier | Ground Advantage,In Stock,Parts,frame_color; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,750,ZLA-WMB-B1,ZLA-WMB-B1,Parts,false,true,"Missing: frame_color, product_weight_lb, location",Bracket,L,Active,Accessory,ea,Z-ACCOR,,106.99,,0,,39.99,,L Series Wall Mounting Bracket,https://www.dropbox.com/s/jf6jnr1ow1o97xl/ZLA-WMB-B1%2C%20L%20Series%20Wall%20Mounting%20Bracket%2BRetaining%20Bolt%20Set.jpg?dl=0,Includes Retaining Bolt and Nut,Includes Retaining Bolt & Nut
,ZLA-WSE-B1,L Series Wall Bracket Set w/ Expansion Bolts,Parts,Luxury Series,Z-ACCOR,,,,,,,,,,,,,Review Needed,Parts,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,751,ZLA-WSE-B1,ZLA-WSE-B1,Parts,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Bracket,L,Inactive,Accessory,ea,Z-ACCOR,,106.99,,,,49.99,,L Series Wall Bracket Set w/ Expansion Bolts,,,
,ZLA-WSL-B1,L Series Wall Bracket Set with Lag Screws,Parts,Luxury Series,Z-ACCOR,,,,,,,,,,,,,Review Needed,Parts,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,752,ZLA-WSL-B1,ZLA-WSL-B1,Parts,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Bracket,L,Inactive,Accessory,ea,Z-ACCOR,,106.99,,,,49.99,,L Series Wall Bracket Set with Lag Screws,,,
ZPA-A10-H1-L,ZPA-A10-H1-L,P Series Arm 10 ft. w/ Led 1St Gen - Left,Parts,Prestige Series,,,UPS / USPS / FedEx,,,,,,,0,,10,Common Carrier | Ground Advantage,In Stock,Parts,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,753,ZPA-A10-H1-L,ZPA-A10-H1-L,Parts,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Arm,P,Active,Accessory,ea,Z-ACCOR,,106.99,,0,,,,P Series Arm 10 ft. - LEFT,,,
ZPA-A10-H1-R,ZPA-A10-H1-R,P Series Arm 10 ft. w/ Led 1St Gen - Right,Parts,Prestige Series,,,UPS / USPS / FedEx,,,,,,,0,,10,Common Carrier | Ground Advantage,In Stock,Parts,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,754,ZPA-A10-H1-R,ZPA-A10-H1-R,Parts,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Arm,P,Active,Accessory,ea,Z-ACCOR,,106.99,,0,,,,P Series Arm 10 ft. - RIGHT,,,
ZPA-CCE-H1-L,ZPA-CCE-H1-L,Cassette Casing End Cap - Left,Parts,Prestige Series,,,UPS / USPS / FedEx,,,,,,,0,,10,Common Carrier | Ground Advantage,In Stock,Parts,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,755,ZPA-CCE-H1-L,ZPA-CCE-H1-L,Parts,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",End Cap,P,Active,Accessory,ea,Z-ACCOR,,,,0,,,,Cassette Casing End Cap - LEFT,,,
ZPA-CCE-H1-R,ZPA-CCE-H1-R,Cassette Casing End Cap - Right,Parts,Prestige Series,,,UPS / USPS / FedEx,,,,,,,0,,10,Common Carrier | Ground Advantage,In Stock,Parts,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,756,ZPA-CCE-H1-R,ZPA-CCE-H1-R,Parts,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",End Cap,P,Active,Accessory,ea,Z-ACCOR,,,,0,,,,Cassette Casing End Cap - RIGHT,,,
ZPA-CEC-H1-L,ZPA-CEC-H1-L,Cassette End Cap Mount Bracket -Left,Parts,Prestige Series,,,UPS / USPS / FedEx,,,,,,,0,,10,Common Carrier | Ground Advantage,In Stock,Parts,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,757,ZPA-CEC-H1-L,ZPA-CEC-H1-L,Parts,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",End Cap,P,Active,Accessory,ea,Z-ACCOR,,,,0,,,,Cassette End Cap Mount Bracket -LEFT,,,
ZPA-CEC-H1-R,ZPA-CEC-H1-R,Cassette End Cap Mount Bracket -Right,Parts,Prestige Series,,,UPS / USPS / FedEx,,,,,,,0,,10,Common Carrier | Ground Advantage,In Stock,Parts,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,758,ZPA-CEC-H1-R,ZPA-CEC-H1-R,Parts,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",End Cap,P,Active,Accessory,ea,Z-ACCOR,,,,0,,,,Cassette End Cap Mount Bracket -RIGHT,,,
ZPA-DMB-H1,ZPA-DMB-H1,P Series Soffit Mount Bracket,Parts,Prestige Series,Beige,,UPS / USPS / FedEx,,,,,,,0,,150,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,759,ZPA-DMB-H1,ZPA-DMB-H1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bracket,P,Active,Accessory,SET,Z-ACCOR,,,,0,,,,P Series Soffit Mount Bracket,,2pcs per set,2pcs per set
ZPA-EBT-H1,ZPA-EBT-H1,P Series Masonry Expansion Bolts,Parts,Prestige Series,,,UPS / USPS / FedEx,,,,,,,0,,10,Common Carrier | Ground Advantage,In Stock,Parts,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,760,ZPA-EBT-H1,ZPA-EBT-H1,Parts,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Hardware,P,Active,Accessory,ea,Z-ACCOR,,,,0,,,,P Series Masonry Expansion Bolts,,M10*120,M10*120
ZPA-F12-A086-H1,ZPA-F12-A086-H1,12ft. Wide Replacement Fabric Kit - R086 Cedar & Clove Stripes,Fabric,Prestige Series,,,UPS / USPS / FedEx,,,,,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,761,ZPA-F12-A086-H1,ZPA-F12-A086-H1,Fabric,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location, inventory",Fabric & Valance,,,,,,,,,0,,,,,,,
ZPA-F12-A348-H1,ZPA-F12-A348-H1,12ft. Wide Replacement Fabric Kit - R348 Fossil & Ash Stripes,Fabric,Prestige Series,,,UPS / USPS / FedEx,,,,,,0,1,,1,Common Carrier | Ground Advantage,In Stock,Replacement Components,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,762,ZPA-F12-A348-H1,ZPA-F12-A348-H1,Fabric,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Fabric,C,Active,Accessory,ea,Z-ACCOR,,5.34,,0,,,,P Series Main fabric 12' width,,"Beige, Fossil and Ash Stripes","Beige, Fossil & Ash Stripes"
ZPA-F12-A437-H1,ZPA-F12-A437-H1,12ft. Wide Replacement Fabric Kit - R437 STK Linen w/ Emerald & Hazelwood Stripes,Fabric,Prestige Series,,,UPS / USPS / FedEx,,,,,,0,1,,1,Common Carrier | Ground Advantage,In Stock,Replacement Components,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,763,ZPA-F12-A437-H1,ZPA-F12-A437-H1,Fabric,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Fabric,C,Active,Accessory,ea,Z-ACCOR,,42.79,,0,,,,P Series Main fabric 12' width,,"Beige, Knotty Linen w/ Emerald & Hazelwood Stripes","Beige, STK Linen w/ Emerald & Hazelwood Stripes"
,ZPA-F13-A348-H1,13ft. Wide Replacement Fabric Kit - R348 Fossil & Ash Stripes,Fabric,Prestige Series,,,UPS / USPS / FedEx,,,,,,0,1,,1,Common Carrier | Ground Advantage,In Stock,Replacement Components,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,764,ZPA-F13-A348-H1__row_764,ZPA-F13-A348-H1,Fabric,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Fabric,C,Active,Accessory,ea,Z-ACCOR,,,,0,,,,P Series Main fabric 13' width,,"Beige, Fossil and Ash Stripes","Beige, Fossil & Ash Stripes"
ZPA-F12-A445-H1,ZPA-F12-A445-H1,12ft. Wide Replacement Fabric Kit - R445 Abolone Gray & Ocean Blue Stripes,Fabric,Prestige Series,,,UPS / USPS / FedEx,,,,,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,765,ZPA-F12-A445-H1,ZPA-F12-A445-H1,Fabric,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location, inventory",Fabric & Valance,,,,,,,,,0,,,,,,,
ZPA-F12-A793-H1,ZPA-F12-A793-H1,12ft. Wide Replacement Fabric Kit - R793 Solid/Variegated Riverwood,Fabric,Prestige Series,,,UPS / USPS / FedEx,,,,,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,766,ZPA-F12-A793-H1,ZPA-F12-A793-H1,Fabric,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location, inventory",Fabric & Valance,,,,,,,,,0,,,,,,,
ZPA-F13-A086-H1,ZPA-F13-A086-H1,13ft. Wide Replacement Fabric Kit - R086 Cedar & Clove Stripes,Fabric,Prestige Series,,,UPS / USPS / FedEx,,,,,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,767,ZPA-F13-A086-H1,ZPA-F13-A086-H1,Fabric,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location, inventory",Fabric & Valance,,,,,,,,,0,,,,,,,
