model_number,part_number,description,classification,series,canopy_color,frame_color,carrier_type,shipping_dims,carton_1_width,carton_1_depth,carton_1_height,product_weight_lb,pallet_weight_lb,total_product_pallet_weight_lb,location,inventory,ships_via,stock_status,warehouse_category,missing_fields,last_updated,source_file_name,source_sheet_name,source_row_number,record_key,match_key,source_classification,manual_classification,review_needed,review_notes,item_type,series_code,source_status,department,unit,oem,brand,cost,gross_weight_lb,cubic_feet,pallet_size,retail,q3_2025_retail,specs,pictures,notes,notes2
ZLA-V10-A423-B1,ZLA-V10-A423-B1,10ft. Wide Replacement Valance - R423 Sunny Yellow w/ Gray & Blue Stripes,Fabric,Luxury Series,R423,,UPS / USPS / FedEx,,,,,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,704,ZLA-V10-A423-B1,ZLA-V10-A423-B1,Fabric,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1008ft,,64.19,,0,,69.99,,10ft Wide Replacement Valance - R423 SUNNY YELLOW STRIPES,,For 10'x8' Awnings - Solution Dyed by RECASENS,For 10'x8' Awnings - Solution Dyed by RECASENS
ZLA-V10-A430-B1,ZLA-V10-A430-B1,10ft. Wide Replacement Valance - R430 Brick Red w/ Sand Beige Stripes,Fabric,Luxury Series,R430,,UPS / USPS / FedEx,,,,,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,705,ZLA-V10-A430-B1,ZLA-V10-A430-B1,Fabric,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1008ft,,64.19,,0,,69.99,,10ft Wide Replacement Valance - R430 BRICK RED STRIPES,,For 10'x8' Awnings - Solution Dyed by RECASENS,For 10'x8' Awnings - Solution Dyed by RECASENS
ZLA-V10-A447-B1,ZLA-V10-A447-B1,10ft. Wide Replacement Valance - R447 Ocean Blue w/ Sand Beige Stripes,Fabric,Luxury Series,R447,,UPS / USPS / FedEx,,,,,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,706,ZLA-V10-A447-B1,ZLA-V10-A447-B1,Fabric,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1008ft,,64.19,,0,,69.99,,10ft Wide Replacement Valance - R447 OCeaN BLUE STRIPES,,For 10'x8' Awnings - Solution Dyed by RECASENS,For 10'x8' Awnings - Solution Dyed by RECASENS
ZLA-V10-A808-B1,ZLA-V10-A808-B1,10ft. Wide Replacement Valance - R808 Garden Green w/ Sand Beige Stripes,Fabric,Luxury Series,R808,,UPS / USPS / FedEx,,,,,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,707,ZLA-V10-A808-B1,ZLA-V10-A808-B1,Fabric,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1008ft,,64.19,,0,,69.99,,10ft Wide Replacement Valance - R808 GARDEN GREEN STRIPES,,For 10'x8' Awnings - Solution Dyed by RECASENS,For 10'x8' Awnings - Solution Dyed by RECASENS
ZLA-V10-B1,ZLA-V10-B1,L Series Valance 10' Width,Fabric,Prestige Series,,,UPS / USPS / FedEx,,,,,,,0,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,708,ZLA-V10-B1,ZLA-V10-B1,Fabric,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1008ft,,64.19,,0,,69.99,,L Series Valance 10' width,,,
ZLA-V12-A100-B1,ZLA-V12-A100-B1,12ft. Wide Replacement Valance - R100 Khaki,Fabric,Luxury Series,R100,,UPS / USPS / FedEx,14 x 11 x 2,14,11,2,,0,0,,4,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,709,ZLA-V12-A100-B1,ZLA-V12-A100-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location",Fabric & Valance,L,Active,Accessory,ea,1210ft,,64.19,,0.2,,79.99,,12ft Wide Replacement Valance - R100 KHAKI,,For 12'x10' Awnings - Solution Dyed by RECASENS,For 12'x10' Awnings - Solution Dyed by RECASENS
ZLA-V12-A103-B1,ZLA-V12-A103-B1,12ft. Wide Replacement Valance - R103 Black,Fabric,Luxury Series,R103,,UPS / USPS / FedEx,14 x 11 x 2,14,11,2,,0,0,,4,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,710,ZLA-V12-A103-B1,ZLA-V12-A103-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location",Valance,L,Active,Accessory,ea,1210ft,,64.19,,0.2,,79.99,,12ft Wide Replacement Valance - R103 BLACK,,For 12'x10' Awnings - Solution Dyed by RECASENS,For 12'x10' Awnings - Solution Dyed by RECASENS
ZLA-V12-A104-B1,ZLA-V12-A104-B1,12ft. Wide Replacement Valance - R104 Terracotta,Fabric,Luxury Series,R104,,UPS / USPS / FedEx,14 x 11 x 2,14,11,2,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,711,ZLA-V12-A104-B1,ZLA-V12-A104-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1210ft,,74.89,,0.2,,79.99,,12ft Wide Replacement Valance - R104 TERRACOTTA,,For 12'x10' Awnings - Solution Dyed by RECASENS,For 12'x10' Awnings - Solution Dyed by RECASENS
ZLA-V12-A112-B1,ZLA-V12-A112-B1,12ft. Wide Replacement Valance - R112 Heather Gray,Fabric,Luxury Series,R112,,UPS / USPS / FedEx,14 x 11 x 2,14,11,2,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,712,ZLA-V12-A112-B1,ZLA-V12-A112-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1210ft,,74.89,,0.2,,79.99,,12ft Wide Replacement Valance - R112 HeaTHER Gray,,For 12'x10' Awnings - Solution Dyed by RECASENS,For 12'x10' Awnings - Solution Dyed by RECASENS
ZLA-V12-A229-B1,ZLA-V12-A229-B1,12ft. Wide Replacement Valance - R229 Cerulean,Fabric,Luxury Series,R229,,UPS / USPS / FedEx,14 x 11 x 2,14,11,2,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,713,ZLA-V12-A229-B1,ZLA-V12-A229-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1210ft,,74.89,,0.2,,79.99,,12ft Wide Replacement Valance - R229 CERULeaN,,For 12'x10' Awnings - Solution Dyed by RECASENS,For 12'x10' Awnings - Solution Dyed by RECASENS
ZLA-V12-A284-B1,ZLA-V12-A284-B1,12ft. Wide Replacement Valance - R284 Driftwood Alabaster Stripes,Fabric,Luxury Series,R284,,UPS / USPS / FedEx,14 x 11 x 2,14,11,2,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,714,ZLA-V12-A284-B1,ZLA-V12-A284-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1210ft,,74.89,,0.2,,79.99,,12ft Wide Replacement Valance - R284 DRIFTWOOD ALABASTER STR,,For 12'x10' Awnings - Solution Dyed by RECASENS,For 12'x10' Awnings - Solution Dyed by RECASENS
ZLA-V12-A423-B1,ZLA-V12-A423-B1,12ft. Wide Replacement Valance - R423 Sunny Yellow w/ Gray & Blue Stripes,Fabric,Luxury Series,R423,,UPS / USPS / FedEx,14 x 11 x 2,14,11,2,,0,1,,2,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,715,ZLA-V12-A423-B1,ZLA-V12-A423-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location",Valance,L,Active,Accessory,ea,1210ft,,74.89,,0.2,,79.99,,12ft Wide Replacement Valance - R423 SUNNY YELLOW STRIPES,,For 12'x10' Awnings - Solution Dyed by RECASENS,For 12'x10' Awnings - Solution Dyed by RECASENS
ZLA-V12-A430-B1,ZLA-V12-A430-B1,12ft. Wide Replacement Valance - R430 Brick Red w/ Sand Beige Stripes,Fabric,Luxury Series,R430,,UPS / USPS / FedEx,14 x 11 x 2,14,11,2,,0,1,,4,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,716,ZLA-V12-A430-B1,ZLA-V12-A430-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location",Valance,L,Active,Accessory,ea,1210ft,,74.89,,0.2,,79.99,,12ft Wide Replacement Valance - R430 BRICK RED STRIPES,,For 12'x10' Awnings - Solution Dyed by RECASENS,For 12'x10' Awnings - Solution Dyed by RECASENS
ZLA-V12-A447-B1,ZLA-V12-A447-B1,12ft. Wide Replacement Valance - R447 Ocean Blue w/ Sand Beige Stripes,Fabric,Luxury Series,R447,,UPS / USPS / FedEx,14 x 11 x 2,14,11,2,,0,1,,4,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,717,ZLA-V12-A447-B1,ZLA-V12-A447-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location",Valance,L,Active,Accessory,ea,1210ft,,74.89,,0.2,,79.99,,12ft Wide Replacement Valance - R447 OCeaN BLUE STRIPES,,For 12'x10' Awnings - Solution Dyed by RECASENS,For 12'x10' Awnings - Solution Dyed by RECASENS
ZLA-V12-A808-B1,ZLA-V12-A808-B1,12ft. Wide Replacement Valance - R808 Garden Green w/ Sand Beige Stripes,Fabric,Luxury Series,R808,,UPS / USPS / FedEx,14 x 11 x 2,14,11,2,,0,1,,3,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,718,ZLA-V12-A808-B1,ZLA-V12-A808-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location",Valance,L,Active,Accessory,ea,1210ft,,74.89,,0.2,,79.99,,12ft Wide Replacement Valance - R808 GARDEN GREEN STRIPES,,For 12'x10' Awnings - Solution Dyed by RECASENS,For 12'x10' Awnings - Solution Dyed by RECASENS
ZLA-V12-B1,ZLA-V12-B1,L Series Valance 12' Width,Fabric,Prestige Series,,,UPS / USPS / FedEx,,,,,,,0,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,719,ZLA-V12-B1,ZLA-V12-B1,Fabric,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1210ft,,74.89,,0,,79.99,,L Series Valance 12' width,,,
ZLA-V14-A100-B1,ZLA-V14-A100-B1,14ft. Wide Replacement Valance - R100 Khaki,Fabric,Prestige Series,R100,,UPS / USPS / FedEx,,,,,,0,1,,5,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,720,ZLA-V14-A100-B1,ZLA-V14-A100-B1,Fabric,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Valance,L,Active,Accessory,ea,1410ft,,74.89,,0,,89.99,,14ft Wide Replacement Valance - R100 KHAKI,,For 14'x10' Awnings - Solution Dyed by RECASENS,For 14'x10' Awnings - Solution Dyed by RECASENS
ZLA-V14-A103-B1,ZLA-V14-A103-B1,14ft. Wide Replacement Valance - R103 Black,Fabric,Prestige Series,R103,,UPS / USPS / FedEx,,,,,,0,1,,3,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,721,ZLA-V14-A103-B1,ZLA-V14-A103-B1,Fabric,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Valance,L,Active,Accessory,ea,1410ft,,74.89,,0,,89.99,,14ft Wide Replacement Valance - R103 BLACK,,For 14'x10' Awnings - Solution Dyed by RECASENS,For 14'x10' Awnings - Solution Dyed by RECASENS
ZLA-V14-A104-B1,ZLA-V14-A104-B1,14ft. Wide Replacement Valance - R104 Terracotta,Fabric,Prestige Series,R104,,UPS / USPS / FedEx,,,,,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,722,ZLA-V14-A104-B1,ZLA-V14-A104-B1,Fabric,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1410ft,,85.59,,0,,89.99,,14ft Wide Replacement Valance - R104 TERRACOTTA,,For 14'x10' Awnings - Solution Dyed by RECASENS,For 14'x10' Awnings - Solution Dyed by RECASENS
ZLA-V14-A112-B1,ZLA-V14-A112-B1,14ft. Wide Replacement Valance - R112 Heather Gray,Fabric,Prestige Series,R112,,UPS / USPS / FedEx,,,,,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,723,ZLA-V14-A112-B1,ZLA-V14-A112-B1,Fabric,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1410ft,,85.59,,0,,89.99,,14ft Wide Replacement Valance - R112 HeaTHER Gray,,For 14'x10' Awnings - Solution Dyed by RECASENS,For 14'x10' Awnings - Solution Dyed by RECASENS
ZLA-V14-A229-B1,ZLA-V14-A229-B1,14ft. Wide Replacement Valance - R229 Cerulean,Fabric,Prestige Series,R229,,UPS / USPS / FedEx,,,,,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,724,ZLA-V14-A229-B1,ZLA-V14-A229-B1,Fabric,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1410ft,,85.59,,0,,89.99,,14ft Wide Replacement Valance - R229 CERULeaN,,For 14'x10' Awnings - Solution Dyed by RECASENS,For 14'x10' Awnings - Solution Dyed by RECASENS
ZLA-V14-A284-B1,ZLA-V14-A284-B1,14ft. Wide Replacement Valance - R284 Driftwood Alabaster Stripes,Fabric,Prestige Series,R284,,UPS / USPS / FedEx,,,,,,0,1,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,725,ZLA-V14-A284-B1,ZLA-V14-A284-B1,Fabric,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1410ft,,85.59,,0,,89.99,,14ft Wide Replacement Valance - R284 DRIFTWOOD ALABASTER STR,,For 14'x10' Awnings - Solution Dyed by RECASENS,For 14'x10' Awnings - Solution Dyed by RECASENS
ZLA-V14-A423-B1,ZLA-V14-A423-B1,14ft. Wide Replacement Valance - R423 Sunny Yellow w/ Gray & Blue Stripes,Fabric,Prestige Series,R423,,UPS / USPS / FedEx,,,,,,0,1,,5,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,726,ZLA-V14-A423-B1,ZLA-V14-A423-B1,Fabric,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Valance,L,Active,Accessory,ea,1410ft,,85.59,,0,,89.99,,14ft Wide Replacement Valance - R423 SUNNY YELLOW STRIPES,,For 14'x10' Awnings - Solution Dyed by RECASENS,For 14'x10' Awnings - Solution Dyed by RECASENS
ZLA-V14-A430-B1,ZLA-V14-A430-B1,14ft. Wide Replacement Valance - R430 Brick Red w/ Sand Beige Stripes,Fabric,Prestige Series,R430,,UPS / USPS / FedEx,,,,,,0,1,,2,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,727,ZLA-V14-A430-B1,ZLA-V14-A430-B1,Fabric,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Valance,L,Active,Accessory,ea,1410ft,,85.59,,0,,89.99,,14ft Wide Replacement Valance - R430 BRICK RED STRIPES,,For 14'x10' Awnings - Solution Dyed by RECASENS,For 14'x10' Awnings - Solution Dyed by RECASENS
ZLA-V14-A447-B1,ZLA-V14-A447-B1,14ft. Wide Replacement Valance - R447 Ocean Blue w/ Sand Beige Stripes,Fabric,Prestige Series,R447,,UPS / USPS / FedEx,,,,,,0,1,,4,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,728,ZLA-V14-A447-B1,ZLA-V14-A447-B1,Fabric,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Valance,L,Active,Accessory,ea,1410ft,,85.59,,0,,89.99,,14ft Wide Replacement Valance - R447 OCeaN BLUE STRIPES,,For 14'x10' Awnings - Solution Dyed by RECASENS,For 14'x10' Awnings - Solution Dyed by RECASENS
ZLA-V14-A808-B1,ZLA-V14-A808-B1,14ft. Wide Replacement Valance - R808 Garden Green w/ Sand Beige Stripes,Fabric,Prestige Series,R808,,UPS / USPS / FedEx,,,,,,0,1,,6,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,729,ZLA-V14-A808-B1,ZLA-V14-A808-B1,Fabric,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Valance,L,Active,Accessory,ea,1410ft,,85.59,,0,,89.99,,14ft Wide Replacement Valance - R808 GARDEN GREEN STRIPES,,For 14'x10' Awnings - Solution Dyed by RECASENS,For 14'x10' Awnings - Solution Dyed by RECASENS
ZLA-V14-B1,ZLA-V14-B1,L Series Valance 14' Width,Fabric,Prestige Series,,,UPS / USPS / FedEx,,,,,,,0,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,730,ZLA-V14-B1,ZLA-V14-B1,Fabric,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1410ft,,85.59,,0,,89.99,,L Series Valance 14' width,,,
ZLA-V16-A100-B1,ZLA-V16-A100-B1,16ft. Wide Replacement Valance - R100 Khaki,Fabric,Luxury Series,R100,,UPS / USPS / FedEx,15 x 11 x 2,15,11,2,,0,0,,3,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,731,ZLA-V16-A100-B1,ZLA-V16-A100-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location",Valance,L,Active,Accessory,ea,1610ft,,85.59,,0.2,,99.99,,16ft Wide Replacement Valance - R100 KHAKI,,For 16'x10' Awnings - Solution Dyed by RECASENS,For 16'x10' Awnings - Solution Dyed by RECASENS
ZLA-V16-A103-B1,ZLA-V16-A103-B1,16ft. Wide Replacement Valance - R103 Black,Fabric,Luxury Series,R103,,UPS / USPS / FedEx,15 x 11 x 2,15,11,2,,0,0,,3,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,732,ZLA-V16-A103-B1,ZLA-V16-A103-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location",Valance,L,Active,Accessory,ea,1610ft,,85.59,,0.2,,99.99,,16ft Wide Replacement Valance - R103 BLACK,,For 16'x10' Awnings - Solution Dyed by RECASENS,For 16'x10' Awnings - Solution Dyed by RECASENS
ZLA-V16-A104-B1,ZLA-V16-A104-B1,16ft. Wide Replacement Valance - R104 Terracotta,Fabric,Luxury Series,R104,,UPS / USPS / FedEx,15 x 11 x 2,15,11,2,,0,0,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,733,ZLA-V16-A104-B1,ZLA-V16-A104-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1610ft,,96.29,,0.2,,99.99,,16ft Wide Replacement Valance - R104 TERRACOTTA,,For 16'x10' Awnings - Solution Dyed by RECASENS,For 16'x10' Awnings - Solution Dyed by RECASENS
ZLA-V16-A112-B1,ZLA-V16-A112-B1,16ft. Wide Replacement Valance - R112 Heather Gray,Fabric,Luxury Series,R112,,UPS / USPS / FedEx,15 x 11 x 2,15,11,2,,0,0,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,734,ZLA-V16-A112-B1,ZLA-V16-A112-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1610ft,,96.29,,0.2,,99.99,,16ft Wide Replacement Valance - R112 HeaTHER Gray,,For 16'x10' Awnings - Solution Dyed by RECASENS,For 16'x10' Awnings - Solution Dyed by RECASENS
ZLA-V16-A229-B1,ZLA-V16-A229-B1,16ft. Wide Replacement Valance - R229 Cerulean,Fabric,Luxury Series,R229,,UPS / USPS / FedEx,15 x 11 x 2,15,11,2,,0,0,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,735,ZLA-V16-A229-B1,ZLA-V16-A229-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1610ft,,96.29,,0.2,,99.99,,16ft Wide Replacement Valance - R229 CERULeaN,,For 16'x10' Awnings - Solution Dyed by RECASENS,For 16'x10' Awnings - Solution Dyed by RECASENS
ZLA-V16-A284-B1,ZLA-V16-A284-B1,16ft. Wide Replacement Valance - R284 Driftwood Alabaster Stripes,Fabric,Luxury Series,R284,,UPS / USPS / FedEx,15 x 11 x 2,15,11,2,,0,0,,,Common Carrier | Ground Advantage,Review Needed,Replacement Components,frame_color; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,736,ZLA-V16-A284-B1,ZLA-V16-A284-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location, inventory",Valance,L,Active,Accessory,ea,1610ft,,96.29,,0.2,,99.99,,16ft Wide Replacement Valance - R284 DRIFTWOOD ALABASTER STR,,For 16'x10' Awnings - Solution Dyed by RECASENS,For 16'x10' Awnings - Solution Dyed by RECASENS
ZLA-V16-A423-B1,ZLA-V16-A423-B1,16ft. Wide Replacement Valance - R423 Sunny Yellow w/ Gray & Blue Stripes,Fabric,Luxury Series,R423,,UPS / USPS / FedEx,15 x 11 x 2,15,11,2,,0,0,,3,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,737,ZLA-V16-A423-B1,ZLA-V16-A423-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location",Valance,L,Active,Accessory,ea,1610ft,,96.29,,0.2,,99.99,,16ft Wide Replacement Valance - R423 SUNNY YELLOW STRIPES,,For 16'x10' Awnings - Solution Dyed by RECASENS,For 16'x10' Awnings - Solution Dyed by RECASENS
ZLA-V16-A430-B1,ZLA-V16-A430-B1,16ft. Wide Replacement Valance - R430 Brick Red w/ Sand Beige Stripes,Fabric,Luxury Series,R430,,UPS / USPS / FedEx,15 x 11 x 2,15,11,2,,0,0,,2,Common Carrier | Ground Advantage,In Stock,Replacement Components,frame_color; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,738,ZLA-V16-A430-B1,ZLA-V16-A430-B1,Fabric,false,true,"Missing: frame_color, product_weight_lb, location",Valance,L,Active,Accessory,ea,1610ft,,96.29,,0.2,,99.99,,16ft Wide Replacement Valance - R430 BRICK RED STRIPES,,For 16'x10' Awnings - Solution Dyed by RECASENS,For 16'x10' Awnings - Solution Dyed by RECASENS
